PK,SK,GSI1PK,GSI1SK,GSI2PK,GSI2SK,GSI3PK,GSI3SK,GSI4PK,GSI4SK,GSI5PK,GSI5SK,GSI6PK,GSI6SK,CountryName,RegionName,RangeName,MountainName,Elevation,GeoCoordinates,Latitude,Longitude,Attributes
CNTRY#polska,CNTRY#polska,CNTRY,CNTRY#polska,,,,,,,,,,,Polska
REGIO#przedgorze-sudeckie,REGIO#przedgorze-sudeckie,CNTRY#polska,REGIO#przedgorze-sudeckie,,,,,,,,,,,,Przedgórze Sudeckie
RANGE#masyw-slezy,RANGE#masyw-slezy,CNTRY#polska,RANGE#masyw-slezy,REGIO#przedgorze-sudeckie,RANGE#masyw-slezy,,,,,,,,,,,Masyw Ślęży
MOUNT#sleza,MOUNT#sleza,CNTRY#polska,MOUNT#sleza,REGIO#przedgorze-sudeckie,MOUNT#sleza,RANGE#masyw-slezy,MOUNT#sleza,CNTRY#polska,MTELV#00718,REGIO#przedgorze-sudeckie,MTELV#00718,RANGE#masyw-slezy,MTELV#00718,,,,Ślęża,718,"50,8650326; 16,7086150","50,8650326","16,7086150","{'kgp': True, 'dpg': True, 'kgs': True, 'ks': True, 'knssp': True, 'tzk': True, 'kbw': None, 'kmsl': True, 'dogFriendly': True}"
REGIO#sudety-wschodnie,REGIO#sudety-wschodnie,CNTRY#polska,REGIO#sudety-wschodnie,,,,,,,,,,,,Sudety Wschodnie
RANGE#masyw-snieznika,RANGE#masyw-snieznika,CNTRY#polska,RANGE#masyw-snieznika,REGIO#sudety-wschodnie,RANGE#masyw-snieznika,,,,,,,,,,,Masyw Śnieżnika
MOUNT#snieznik,MOUNT#snieznik,CNTRY#polska,MOUNT#snieznik,REGIO#sudety-wschodnie,MOUNT#snieznik,RANGE#masyw-snieznika,MOUNT#snieznik,CNTRY#polska,MTELV#01425,REGIO#sudety-wschodnie,MTELV#01425,RANGE#masyw-snieznika,MTELV#01425,,,,Śnieżnik,1425,"50,2075190; 16,8473626","50,2075190","16,8473626","{'kgp': True, 'dpg': True, 'kgs': True, 'ks': True, 'knssp': True, 'tzk': True, 'kbw': None, 'kmsl': True, 'dogFriendly': None}"
REGIO#sudety-wschodnie,REGIO#sudety-wschodnie,CNTRY#polska,REGIO#sudety-wschodnie,,,,,,,,,,,,Sudety Wschodnie
RANGE#gory-zlote-i-bialskie,RANGE#gory-zlote-i-bialskie,CNTRY#polska,RANGE#gory-zlote-i-bialskie,REGIO#sudety-wschodnie,RANGE#gory-zlote-i-bialskie,,,,,,,,,,,Góry Złote i Bialskie
MOUNT#smrek,MOUNT#smrek,CNTRY#polska,MOUNT#smrek,REGIO#sudety-wschodnie,MOUNT#smrek,RANGE#gory-zlote-i-bialskie,MOUNT#smrek,CNTRY#polska,MTELV#01125,REGIO#sudety-wschodnie,MTELV#01125,RANGE#gory-zlote-i-bialskie,MTELV#01125,,,,Smrek,1125,,,,"{'kgp': True, 'dpg': True, 'kgs': True, 'ks': True, 'knssp': True, 'tzk': True, 'kbw': None, 'kmsl': True, 'dogFriendly': None}"
REGIO#sudety-wschodnie,REGIO#sudety-wschodnie,CNTRY#polska,REGIO#sudety-wschodnie,,,,,,,,,,,,Sudety Wschodnie
RANGE#zabrezska-vrchovina,RANGE#zabrezska-vrchovina,CNTRY#polska,RANGE#zabrezska-vrchovina,REGIO#sudety-wschodnie,RANGE#zabrezska-vrchovina,,,,,,,,,,,Zabrezska Vrchovina
MOUNT#lazek,MOUNT#lazek,CNTRY#polska,MOUNT#lazek,REGIO#sudety-wschodnie,MOUNT#lazek,RANGE#zabrezska-vrchovina,MOUNT#lazek,CNTRY#polska,MTELV#00714,REGIO#sudety-wschodnie,MTELV#00714,RANGE#zabrezska-vrchovina,MTELV#00714,,,,Lazek,714,,,,"{'kgp': True, 'dpg': True, 'kgs': True, 'ks': True, 'knssp': True, 'tzk': True, 'kbw': None, 'kmsl': True, 'dogFriendly': None}"
REGIO#sudety-wschodnie,REGIO#sudety-wschodnie,CNTRY#polska,REGIO#sudety-wschodnie,,,,,,,,,,,,Sudety Wschodnie
